Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,eqg_yoy,eqg_effective,eqg_factor_effective,revenue_quarterly_growth,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,financial_currency,conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,skip_reason
TLV:EVGN,EVOGENE LTD,Healthcare,Israel,1.00E+50,1213800,-21452933.33,316200,-6588533.333,-14020733.33,765000,476.622,476.622,-34.07067,-39.4,-35.40301,459.32294,-35.40301,-35.35384,0,-20.39599,0,-23.81303,0,-9.21929,0.23926,-0.3,-0.83,1149,-0.00072,914.15314,40414200,-23374000,-0.57836,131,495686816,477695840,-178427.4809,-0.05275,-0.05275,-0.05275,0.99725,-0.75,1,1,-18201800,-5570800,20419944.74,706859066.2,363639505.5,0.26365,0.28167,0.27266,USD,1,0,0,0,0,1149,320.2,3350,1612.5853,-28.74796,258.83823,-65.70149,0.5471,0.5481,5.82064,5.57411,0.04504,0.01103,0.00323,0.00248,7.53446,7.20458,5.70738,0.03803,0.01286,7.37952,None
TLV:EXPO,EXPORT INVESTMENT,Financial Services,Israel,36341490134,154113683.4,12263755.72,38689042.47,2448763.381,7356259.55,96401362.96,4.407,4.407,10.8991,0,10.8991,0.62045,10.8991,292.0574,0.05692,0.19499,2.5,0.15067,2.5,0.1726,0.01,0,2.458,2642,0.00093,45.12152,11290300,27751000,2.45795,572,2148450048,302467136,48515.73427,-0.612,-0.127,-0.49075,0.55925,-0.75,1,1,77052764.26,37371144.08,27.88284,57.48954,42.68619,21.32949,21.28277,21.30613,ILS,0.30581,35.4278,17.7139,17.7139,26.5709,2642,1848,2747,2137.6853,23.59163,42.96537,-3.82235,1.76641,30.377,1.0569,1.0569,578.02905,73.15755,79.20774,61.16241,0.26698,0.25949,1.0669,325.6033,70.19507,0.27323,None
TLV:FBRT,FMS ENTERPR. MIGUN,Industrials,Israel,3698164823,70074866.67,19401800,16026933.33,4659600,12030700,43050900,13.195,13.195,53.48115,0,53.48115,14.63297,53.48115,36.749,0.27366,0.68672,2.5,0.71397,2.5,0.65328,0.05953,0,1.804,9588,0.00019,857.37134,9194940,16591000,1.80436,123,799943936,887123968,134886.1789,-0.262,-0.07741,-0.21585,0.83415,-0.75,1,1,24874600,8073400,32.15907,99.0839,65.62148,0.1613,0.12866,0.14498,USD,1,108.756,108.756,108.756,108.756,9588,7215,11220,8805.958,8.88083,32.88981,-14.54545,1.18502,2.76918,7.44644,8.80846,0.14116,0.21099,0.19347,0.18255,11.97262,16.41549,8.13745,0.18608,0.19801,14.20406,None
TLV:FEAT-L,FEAT FUND INVESTME,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.14094,0,-0.942,920,-0.00102,10000,100000000,-942000,-0.00942,10000000,41523752,41523752,-0.0942,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,-3.15385,-0.78846,20.71154,USD,1,0,0,0,0,920,880,995,932.098,-1.29793,4.54545,-7.53769,0.69565,0.69665,0.68293,0.17073,0.00326,0.00081,0,0,0.00203,0.00051,0.43683,0.01204,0.01,0.01127,None
TLV:FGAS,FIRE & GAS DETECTI,Energy,Israel,1.00E+50,0,0,0,0,0,0,27.147,27.147,0,0,0,26.91949,0,-12.059,-2.30538,0,0,0,0,-0.31934,0.05505,0,-1.05,897.7,-0.00117,1144.67,14483400,-11188000,-0.77247,33,131746480,130640272,-339030.303,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-14216266.67,-3509100,821947.3347,53345215.84,27083581.59,0.3523,1.29388,0.82309,USD,1,0,0,0,0,897.7,8.8,1085,758.3175,18.38049,10101.13636,-17.26267,1.65192,20.32074,0.95586,1.266,7.555,3.30793,1.12333,1.12333,3.5665,5.16664,1.12093,5.44147,1.13333,4.37657,None
TLV:FIBI,FIRST INTER BK ISR,Financial Services,Israel,2.32E+20,1163076979,236574616,294168832.7,60978514,148776565,728622906,-11.539,14.70616,14.28763,0,14.28763,2.89915,14.28763,72.02239,0.20292,0.50818,2.5,1.29389,6.25,0.92355,0.15165,0,7.475,10360,0.00072,117.22223,100330000,750000000,7.47533,3791,10715243520,10715243520,197836.9823,-0.054,-0.01152,-0.04338,1.00662,-0.75,1,1,297471580.7,-14475006.67,36.02107,405812865348,202906432692,16.51235,17.00201,16.75718,ILS,0.30581,124.589,109.638,109.638,84.7203,10360,6868,10700,8966.524,15.54087,50.8445,-3.17757,1.82255,36.64987,1.06345,1.06137,0.00828,0.0121,68.253,40.49259,0.35349,0.38552,1.07241,0.02019,54.3828,0.37951,None
TLV:FIBIH,F.I.B.I. HLDGS,Financial Services,Israel,1.00E+50,0,0,0,0,0,0,-11.814,-11.814,11.97906,0,11.97906,1.16353,11.97906,0,0.09713,0,0,0,0,0.0655,0.02609,0,10.126,11670,0.00087,97.18461,35452600,359000000,10.1262,3791,4300400128,4300400128,94697.96887,-0.047,-0.047,-0.047,1.003,-0.75,1,1,966666666.7,-48666666.67,4.44869,692317653,346158828.7,34.11721,35.1188,34.618,USD,1,155.137,148.085,148.085,112.826,11670,7501,12180,10092.538,15.62998,55.57926,-4.18719,1.782,32.02234,1.06351,1.06144,0.00199,0.00116,80.53843,47.35306,0.35326,0.38483,1.07248,0.01158,63.95575,0.37904,None
TLV:FLYS,FLYING SPARK LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,12504.569,12504.569,0,0,0,4412856933,0,-40.559,0,0,0,0,0,0.01,0.04498,0,-1.022,2171,-0.00047,10000,100000000,-2385541,-0.02386,10000000,86231512,86231512,-0.23855,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-1413842.133,-421130.8,227997291.6,8597716574,4412856933,-2.5967,-2.02624,24.11471,USD,1,0,0,0,0,2158,2171,2289,2158,0.60241,0,-5.15509,0,0.001,0.51229,0.42942,4.30128,4.09592,0.02837,0.02427,0.85519,0.64119,0.48086,4.2086,0.03632,0.75819,None
TLV:FORTY,FORMULA SYST(1985),Technology,Israel,23452268700,1774461267,40304666.67,509046266.7,11943266.67,26123966.67,1141753767,2.766,2.766,93.52159,0,93.52159,2.22622,31.17386,23.877,0.02419,0.7791,34.80469,0.05897,2.5,0.47551,0.41321,0,3.01,28270,0.00011,856.0394,15294300,46776000,3.05839,10000000,5349487104,4305317376,4.6776,0.191,0.15264,0.18141,1.95705,-0.75,1,1,147229857.1,36807464.29,36.33425,145.33702,90.83564,2.71133,2.84988,2.78061,USD,1,34,35,34,48,28270,141,28530,266.7,10499.92501,19949.64539,-0.91132,1.98168,60.56269,1.80869,1.75874,0.00216,0.00054,0.44598,0.42454,1.48262,1.50674,1.79371,0.01135,0.44526,1.50468,None
TLV:FOX,FOX-WIZEL LTD,Consumer Cyclical,Israel,5515875929,798992824.7,61378329.99,231707588.7,23838929.25,42608629.62,515350206.7,2.427,2.427,24.5328,53.26619,31.71615,1.79561,31.71615,23.418,0.074,0.427,5.625,0.2517,2.5,0.33648,0.2617,6.95,15.09,38000,0.0004,494.54953,13561300,206908000,15.25724,8605,6784438784,5020393472,24045.09006,0.376,0.06683,0.29871,2.54354,-0.75,1,1,136960943.3,44167812.1,49.53557,153.60595,101.57076,3.02334,3.44165,3.2325,ILS,0.30581,57342.5,362.059,363.261,193.327,38000,11530,43000,33168.742,14.5657,229.57502,-11.62791,1.68224,22.6633,1.42178,1.34366,0.17584,0.10267,1.43388,1.27248,1.43377,1.37419,1.39272,0.14925,1.36318,1.41398,None
TLV:FRDN,FRIDENSON LOGISTIC,Industrials,Israel,2904308137,0,0,0,0,0,0,0.976,0.976,15.84888,0,15.84888,0.31472,15.84888,9.78,0.02072,0,0,0,0,0.02184,0.01,0,5.307,8719,0.00061,132.03667,1371760,7595000,5.53668,416,357777536,115373688,18257.21154,-0.9,-0.9,-0.9,0.15,-0.75,1,1,25763800,8760600,13.88683,40.83939,27.36311,3.67142,3.98102,3.82622,USD,1,109.349,182.247,91.2537,91.2537,8719,3900,9299,6756.196,29.05191,123.5641,-6.23723,1.78515,32.36246,1.2888,1.25574,0.48617,0.86892,0.21795,0.18019,1.00589,0.9875,1.28227,0.68755,0.20907,1.00669,None
TLV:FRSM,FRESHMARKET LTD,Consumer Defensive,Israel,186926330.8,0,0,0,0,0,0,1.64,1.64,17.93923,0,17.93923,1.29342,17.93923,14.004,0.07209,0,0,0,0,0.05119,0.20421,0,0.757,1339,0.00057,592.23724,153360000,116081000,0.75692,2350,2640438272,2082628864,49396.17021,0.827,0.827,0.827,5.185,-0.75,1,1,177158000,48662933.33,14.90443,54.25974,34.58208,2.13514,2.44067,2.2879,USD,1,26.0824,19.5618,19.5618,143.453,1339,983.2,1555,1318.014,1.59224,36.18796,-13.89068,1.24449,3.71493,1.56372,1.41077,371.1479,1.03356,0.26982,0.73079,1.02033,0.90916,1.49724,186.10073,0.5103,0.97474,None
TLV:FRSX,FORESIGHT AUTONOM,Technology,Israel,1.00E+50,0,-15306933.33,0,-3889533.333,-9598233.333,0,0,0,-84.00525,0,-84.00525,11572621914,-28.00175,-84.84787,0,0,0,0,0,0.01,0.10717,0,-0.07,246.1,-0.00028,1667.9999,322263008,-15375000,-0.04771,59,814389632,806302016,-260593.2203,0.00071,0.00071,0.00071,1.05356,-0.75,1,1,-11142733.33,-2875000,392015215.6,22753228613,11572621914,0.09846,0.09938,0.09892,USD,1,0,0,0,0,246.1,58.5,785.1,333.93286,-26.30255,320.68376,-68.65367,0.51638,0.51738,14.10161,13.10136,0,0,0,0,16.22598,15.61002,13.61148,0.01,0.01,15.928,None
TLV:FTAL,FATTAL HOLDINGS,Consumer Cyclical,Israel,1.00E+50,0,0,0,0,0,0,11.543,11.543,0,0,0,2.83986,0,-70.516,-0.69051,0,0,0,0,-0.08864,0.07863,0,-89.783,34240,-0.00262,288.53613,15461500,-1314686976,-85.02972,3321,21977464832,5406886400,-395870.8148,-0.9,-0.9,-0.9,0.15,-0.75,1,1,195992666.7,-152097866.7,112.13412,3023185380,1511592746,7.60499,9.49395,8.54947,USD,1,345.035,0,0,0,34240,11950.706,37950,33047.62,3.60807,186.51027,-9.77602,1.71461,25.40906,1.2067,1.11146,0.68373,0.74617,3.38073,3.9557,1.05638,0.99515,1.16908,0.72495,3.67821,1.03576,None
TLV:GADS,None,None,Unknown,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,10000000000000,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,10000,100000000,0,0,10000000,0,0,0,-0.9,-0.9,-0.9,0.15,-0.75,1,1,0,0,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,0,USD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,None
TLV:GAGR,GAON GROUP,Basic Materials,Israel,43267999.02,153656354.8,8433077.722,40009631.98,865462.6873,4649270.205,96832993.38,1.02,1.02,23.80741,0,23.80741,0.57418,23.80741,13.892,0.02439,0.14447,2.5,0.05488,2.5,0.11172,0.19367,0,0.27,628.1,0.00043,72.88808,45651600,12467000,0.27309,10000000,521386208,293448480,1.2467,-0.19253,-0.19253,-0.19253,0.85747,-0.75,1,1,14082835.92,4274652.955,37.02281,121.97159,79.4972,0.94087,1.02292,0.98189,ILS,0.30581,22,108,113,54,0.5367,330,765.9,599.25525,4.81343,90.33333,-17.9919,1.36774,6.54682,2.15185,2.0255,2.69184,1.35433,12.04237,14.4089,1.52913,1.28003,2.09867,2.03308,13.23563,1.41458,None
TLV:GAON,B GAON HOLDINGS LT,Industrials,Israel,180692420311,0,0,0,0,0,0,1.167,1.167,262.50895,0,262.50895,0.38262,262.50895,19.939,0.00146,0,0,0,0,0.01083,0.58276,0,0.279,7324,4.00E-05,79.08518,2670050,746000,0.2794,10000000,596272320,195550800,0.0746,-0.9,-0.9,-0.9,0.15,-0.75,1,1,40459200,13057266.67,14.73762,45.66594,30.20178,1.76926,1.88402,1.82664,USD,1,450.64,901.28,856.21,0,1.17329,2975,7324,5196.4404,40.94263,146.18487,0,2,64,1.91215,1.83938,2.31454,2.36497,1.12504,0.9209,1.48516,1.30071,1.88577,2.34976,1.03297,1.40294,None
TLV:GFC-L,G.F.C GREEN FIELDS,Technology,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,218.31142,0,40.314,0,0,0,0,0,0.01,0.05065,0,-0.073,1100,-7.00E-05,78.91629,10199600,-738000,-0.07236,3,109032656,109032656,-246000,1.243,1.243,1.243,7.265,-0.75,1,1,374266.6667,750400,291.32345,145.29938,218.31142,0.15928,0.22355,0.19141,USD,1,0,0,0,0,-0.09863,7.1,1069,8.91,12245.67901,15392.95775,2.89991,2.05839,76.06079,30.25821,7.88378,0.00068,0.0027,0,0,30.30462,7.83316,19.08099,0.01169,0.01,19.07889,None
TLV:GIBUI,GIBUI HOLDINGS LTD,Financial Services,Israel,1.00E+50,0,0,0,0,0,0,18.088,18.088,22.72727,0,22.72727,17928951846,22.72727,0,0.31163,0,0,0,0,0.18807,0.06463,0,0.528,1180,0.00045,202.4633,100000000,3307000,0.03307,10000000,191947728,191947728,0.3307,0.494,0.494,0.494,3.52,-0.75,1,1,-23804666.67,-582266.6667,544027.8524,35857359664,17928951846,4.86802,3.27437,4.07119,USD,1,0,0,0,0,-0.29698,16.7,5003,39.77,2867.0606,6965.86826,-76.41415,0.4666,0.4676,1.21512,1.31053,0.12697,0.22498,6.67244,7.19825,1.50262,1.67682,1.27282,0.18598,6.94534,1.59972,None
TLV:GILT,GILAT SATELLITE NE,Technology,Israel,908649866.2,213105733.3,31270600,42737800,12111533.33,21691066.67,127921766.7,10.155,10.155,40.69612,0,40.69612,10.75166,13.56537,76.2752,0.25515,0.90021,5.625,0.28117,1,0.64119,0.5127,0,0.747,2884,0.00026,746.74524,56506600,41570000,0.73567,779,1654490368,1751714816,53363.28626,0.14703,0.14703,0.14703,1.78517,-0.75,1,1,35414600,14908733.33,46.71775,110.97458,78.84616,0.65006,0.60052,0.62529,USD,1,63,36,36,45,0.03658,1683,7347,3213.5244,-10.2543,71.36067,-60.74588,0.42408,0.42508,2.55731,2.67797,1.09758,0.86539,3.2716,4.11875,1.67844,1.64503,2.62764,0.99149,3.70518,1.67173,None
TLV:GIVO-L,GIVOT OLAM OIL EXP,Energy,Israel,1.00E+50,0,0,0,0,0,0,341.458,341.458,0,0,0,389.45255,0,-27.376,0,0,0,0,0,0.01,0.01,0,-0.033,112.8,-0.00029,10000,148412992,-4153000,-0.02798,10,144436848,164738432,-415300,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-3897333.333,-2114000,51314745.77,320349893.9,185832319.8,-2.23647,-2.53811,24.87291,USD,1,0,0,0,0,-0.09842,52.3,152.7908,100.29581,12.46731,115.67878,-26.17357,1.20409,3.04757,0.50815,0.58372,1.25747,2.08777,0.58247,0.97937,0.4136,0.46172,0.55594,1.68262,0.79092,0.44766,None
TLV:GIX,GIX INTERNET LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,0.439,0.439,0,0,0,0.47924,0,5.992,-0.01709,0,0,0,0,0.00756,0.01,0,-0.085,175.7,-0.00048,532.8767,32302500,-2240000,-0.06934,39,57492636,62828364,-57435.89744,-0.9,-0.9,-0.9,0.15,-0.75,1,1,5271000,2410000,10.90735,23.85587,17.38161,4.51188,3.75232,4.1321,USD,1,481520,0,0,0,0.28069,104.5,218.9,154.83566,13.47515,68.13397,-19.73504,1.24476,3.71966,1.51912,1.64493,1.00626,0.39719,0.06987,0.0781,1.17417,1.29305,1.59203,0.71173,0.08399,1.24361,None
TLV:GKL,GLOBAL KNAFAIM,Industrials,Israel,1.00E+50,0,0,0,0,0,0,9.225,9.225,0,0,0,5.75469,0,6.129,-0.84745,0,0,0,0,-0.11106,0.20052,0,-0.141,98,-0.00144,138.55072,120668000,-16988000,-0.14078,10000000,184917632,115358608,-1.6988,-0.9,-0.9,-0.9,0.15,-0.75,1,1,13602266.67,884000,13.59462,209.18284,111.38873,1.71107,1.60645,1.65876,USD,1,2.248,0,0,0,0.32971,48.6,102.9,88.65035,10.54666,101.64609,-4.7619,1.81952,36.2863,1.6177,1.63328,0.89255,0.45126,0.75567,0.96746,0.79832,1.19111,1.63549,0.6819,0.87157,1.00472,None
TLV:GLEX-L,GLOB EXPLORATION,,Israel,1.00E+50,0,0,0,0,0,0,147.109,147.109,0,0,0,104.0147,0,-19.465,0,0,0,0,0,0.01,0.01,0,-0.048,69.3,-0.00069,784.6154,15150600,-883000,-0.05828,10000000,15299290,10817529,-0.0883,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-440666.6667,-157900,42211476.22,912454924,477333200.1,1.82507,1.31885,1.57196,USD,1,0,0,0,0,-0.38566,0.956,195,0.994,6871.83099,7148.95397,-64.46154,0.70442,0.70542,1.58806,1.75907,0.29012,0.00879,1,1,0.25883,0.23804,1.68356,0.15945,1.01,0.25844,None
TLV:GLPL,GOLAN PLASTIC PROD,Industrials,Israel,14885264.73,100462295.5,8169551.051,25833442.46,2559221.953,5364386.502,63147868.98,1.233,1.233,9.6893,0,9.6893,0.87394,9.6893,8.23,0.0902,0.20329,2.5,0.247,2.5,0.22211,0.17781,0,0.869,839,0.00104,128.1193,34231800,29747000,0.86899,255,406814784,288231744,116654.902,0.382,0.06439,0.3026,2.56299,-0.75,1,1,12458536.3,4177181.114,32.6535,97.38979,65.02164,0.87168,0.91718,0.89443,ILS,0.30581,40.8975,37.9763,32.1338,37.97632,0.32813,555.6,880,749.42725,11.95216,51.00792,-4.65909,1.74723,28.45077,2.20462,2.11195,0.28733,0.28733,0.03314,0.05356,2.31295,2.42259,2.16829,0.29733,0.05335,2.37777,None
TLV:GLRS,GLOBRANDS GROUP,Consumer Defensive,Israel,3923823.629,0,0,0,0,0,0,1.24,1.24,7.3189,0,7.3189,0.99104,7.3189,6.239,0.13857,0,0,0,0,0.08918,0.04992,0,59.968,43890,0.00137,1040.7626,1176000,72168000,61.36735,199,645670592,516146400,362653.2663,0.323,0.323,0.323,2.665,-0.75,1,1,69500533.33,34494066.67,9.29015,18.71831,14.00423,4.11091,3.51448,3.81269,USD,1,0,0,0,0,43890,43310,44920,43890,0,1.33918,-2.29297,0.7205,0.7215,1.24492,1.30593,1.42566,0.89819,2.30174,2.26473,1.14139,1.20982,1.28543,1.17193,2.29324,1.18561,None
TLV:GLTC,GALILEO TECH,Industrials,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,9216871377,0,-23.185,0,0,0,0,0,0.01,0.01,0,-0.125,180.5,-0.00069,10000,29505900,-3081000,-0.10442,5,61556656,60929684,-616200,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-896800,-234500,324814200.9,18108928552,9216871377,-1.487,-1.61815,16.52576,USD,1,428.57144,285.7143,0,0,3.82477,41.2,517,264.7867,-31.83192,338.1068,-65.08704,0.58554,0.58654,0.311,0.38093,0,0,0,0,0.13694,0.162,0.35597,0.01,0.01,0.15947,None
TLV:GNCL,GENCELL LTD,Technology,Israel,1.00E+50,0,0,0,0,0,0,3197.428,3197.428,0,0,0,3509.748,0,-56.604,0,0,0,0,0,0.01,0.06912,0,-1.26,1045,-0.00121,1621.7687,95399104,-19054000,-0.19973,85,1035966784,1137158400,-224164.7059,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-10418285.71,-2942800,986184788.6,43664179062,22325181925,0.00832,0.05465,0.03149,USD,1,0,0,0,0,0.12347,937,2120,1436.9641,-27.27724,11.52615,-50.70755,0.18259,0.18359,5.35564,7.30835,0.82663,0.58683,0.61307,0.74361,10.27253,14.2461,6.342,0.71673,0.68834,12.26931,None
TLV:GNGR,GINEGAR PLASTIC,Consumer Cyclical,Israel,314550532.1,0,0,0,0,0,0,0.769,0.769,11.63955,0,11.63955,0.52111,11.63955,6.533,0.04478,0,0,0,0,0.03559,0.2711,0,1.598,1841,0.00087,119.00954,15179800,24264000,1.59844,318,416458432,282344288,76301.88679,-0.9,-0.9,-0.9,0.15,-0.75,1,1,61870866.67,19068000,6.73109,21.8407,14.28589,1.67633,1.58427,1.6303,USD,1,98.8157,32.9385,32.9385,65.8771,0.44702,1000,1900,1675.8322,9.85587,84.1,-3.10526,1.86889,42.60896,1.60051,1.63476,1.98522,1.98522,0.42019,0.42048,1.67373,1.76521,1.62764,1.99522,0.43034,1.72947,None
TLV:GNRS,GENERATION CAPITAL,Energy,Israel,1.00E+50,0,0,0,0,0,0,3.266,3.266,4.25292,0,4.25292,3.26329,4.25292,0,0.69387,0,0,0,0,0.4065,0.55297,0,0.257,108.7,0.00236,90.33058,1101820032,256066000,0.2324,10000000,1205136896,1204289280,25.6066,2.624,2.624,2.624,14.17,-0.75,1,1,-7180285.714,295466.6667,4736526883,4078.75755,2368265481,0.12887,0.1918,0.16034,USD,1,4.5379,0.597,1.116,0,0.32968,70.8,124.5,104.68252,3.83778,53.53107,-12.69076,1.41155,7.90987,21.82785,9.56053,0.00572,0.00105,0,0,66.05303,35.00244,15.70419,0.01338,0.01,50.53774,None
TLV:GODM-M,GO.D.M INVESTMENTS,Healthcare,Israel,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,5769654525,0,-57.69,0,0,0,0,0,0.01,0.01,0,-0.05,200,-0.00025,2105.2632,17776000,-1931000,-0.10863,10000000,82670064,35551800,-0.1931,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-1345266.667,-368500,233205130.2,11306103921,5769654525,0.06049,0.02454,0.04251,USD,1,0,0,0,0,0.09155,0.2,200,0.31,64416.12903,99900,0,2,64,31.8251,43.21678,0,0,0,0,29.94789,42.85069,37.53094,0.01,0.01,36.40929,None
TLV:GOHO,GOLDEN HOUSE,Healthcare,Israel,4.86E+23,17792066.57,3321218.924,4610452.722,-8379.194,1656419.865,11201259.65,6.71,6.71,117.92682,0,117.92682,3.25501,117.92682,17.932,-0.01953,0.19377,1,-0.03827,0,0.10968,0.1579,0,-0.075,1434,-5.00E-05,87.25795,15567600,-1172000,-0.07528,140,402689184,195336320,-8371.42857,-0.45645,-0.45645,-0.45645,0.59355,-0.75,1,1,-386176.868,-43873.54133,1134164544477,773243036327852,387188600436164,1.89137,1.86833,1.87985,ILS,0.30581,19.2708,9.6354,20.1781,20.1781,0.20453,950,1572,1353.028,5.9845,50.94737,-8.77863,1.55627,14.20724,1.52928,1.53593,0.00471,0.00365,6.88325,6.90387,0.36391,0.37146,1.54261,0.01418,6.90356,0.37769,None
TLV:GOLD,GOLD BOND GROUP,Industrials,Israel,73425941.73,0,0,0,0,0,0,4.209,4.209,10.26646,0,10.26646,3.81574,10.26646,21.209,0.37041,0,0,0,0,0.22166,0.01,0,12.76,13100,0.00097,92.45927,4044180,51428000,12.71655,189,584406016,529777088,272105.8201,0.241,0.241,0.241,2.255,-0.75,1,1,22114800,4449866.667,26.42601,131.33113,78.87857,0.40743,0.4117,0.40957,USD,1,40,79,37,190,0.51406,6900,16000,11013.336,18.9467,89.85507,-18.125,1.36264,6.4015,3.46811,3.43417,0.08947,0.1307,0.03162,0.02709,2.18068,2.26443,3.46114,0.12008,0.03936,2.23255,None
TLV:GOLF,GOLF & CO,Consumer Cyclical,Israel,101221624.9,266819367.7,3464643.814,67597995.71,3978690.037,3721666.925,167208681.7,1.042,1.042,24.92837,0,24.92837,0.46191,24.92837,8.157,0.01934,0.03328,2.5,0.05812,1,0.05548,0.18952,0,0.349,873.9,0.0004,177.37003,44368400,16093000,0.36271,2332,871025856,386080768,6900.9434,1.185,0.26286,0.95447,5.82233,-0.75,1,1,47259306.55,15415943.26,18.43078,56.50163,37.4662,3.24573,3.94419,3.59496,ILS,0.30581,37.2209,49.6278,59.5534,64.5161,5.00561,135.6,946.7,615.6853,41.9394,544.46903,-7.68987,1.82049,36.40246,1.49157,1.29369,0.11084,0.08597,5.3526,7.26817,1.35038,1.31568,1.40263,0.1084,6.32038,1.34303,None
TLV:GOSS,G 1 SECURE SOL,Industrials,Israel,28168843.34,0,0,0,0,0,0,0.827,0.827,15.34836,0,15.34836,0.72705,15.34836,10.566,0.04728,0,0,0,0,0.03702,0.8223,0,0.488,656.3,0.00074,464.35214,79733600,38835000,0.48706,5721,679594944,597204672,6788.14893,-0.194,-0.194,-0.194,0.856,-0.75,1,1,70306866.67,29101400,9.66612,23.35265,16.50939,2.23167,2.45738,2.34452,USD,1,12.7926,11.7892,12.5762,10.3125,0.17861,500,826,691.5231,-5.09355,31.26,-20.54479,0.9589,0.9599,1.45139,1.40727,0.07742,0.05844,5.62374,5.70897,1.03452,0.99049,1.43933,0.07793,5.67635,1.02251,None
TLV:GPGB,G.P. GLOBAL POWER,Utilities,Israel,1.00E+50,0,0,0,0,0,0,22.441,22.441,0,0,0,12.87355,0,52.669,-1.22833,0,0,0,0,-0.16548,0.10076,0,-0.844,866.3,-0.00097,289.59424,20119100,-16989000,-0.84442,6,310377024,178054032,-2831500,-0.9,-0.9,-0.9,0.15,-0.75,1,1,-5659266.667,-1619400,165867642,7051571188,3608719415,3.8856,4.17474,4.03017,USD,1,0,0,0,0,0.11489,750,939.4,879.9322,-1.54923,15.50667,-7.78156,1.22809,3.43067,1.30276,1.24176,0.00451,0.00273,0.11503,0.00914,1.48924,1.04602,1.28226,0.01362,0.07208,1.27763,None
TLV:GSFI,GAN SHMUEL FOODS,Consumer Defensive,Israel,739878958,202168000,5632666.667,46600200,762066.6667,3197366.667,124384100,1.901,1.901,97.18182,0,97.18182,1.68519,97.18182,67.278,0.01733,0.0666,2.5,0.03985,2.5,0.06192,0.20362,0,0.22,2120,0.0001,245.35231,15014200,3301000,0.21986,389,362092672,321003584,8485.86118,-0.18021,-0.18021,-0.18021,0.86979,-0.75,1,1,13327466.67,4013600,27.1689,90.21643,58.69267,0.58319,0.62706,0.60513,USD,1,189.3658,157.8048,189.3658,189.3658,0.09361,1750,3148,2148.6294,-1.33245,21.14286,-32.65565,0.52933,0.53033,2.7537,2.5954,3.98324,4.30112,4.17369,3.11932,3.62811,3.47416,2.68455,4.15218,3.65651,3.56113,None
